product,material,region,city,craft_process,platform,price,sales,rating,reviews
scarf,terracotta,rajasthan,ahmedabad,metal casting,amazon,6438,69,3.8,19
shawl,cotton,gujarat,jaipur,handcrafted,meesho,5498,34,4.9,95
vase,clay,andhra pradesh,puri,pottery shaping,amazon,3473,217,3.8,86
saree,wood,uttar pradesh,ahmedabad,hand-woven,etsy,4297,116,4.8,70
necklace,stone,karnataka,kanchipuram,handcrafted,meesho,535,139,3.7,73
shawl,clay,andhra pradesh,mysore,handcrafted,meesho,2355,57,4.3,91
lamp,silk,west bengal,ahmedabad,hand-woven,etsy,3896,134,4.2,117
necklace,cotton,tamil nadu,ahmedabad,traditional carving,amazon,2079,51,3.7,384
handbag,terracotta,gujarat,ahmedabad,hand-woven,etsy,6603,211,4.4,68
lamp,stone,uttar pradesh,hyderabad,block printing,etsy,6891,56,4.4,386
scarf,silk,odisha,kanchipuram,block printing,amazon,6457,240,4.8,285
vase,terracotta,tamil nadu,varanasi,hand-woven,meesho,4744,247,4.7,64
statue,silk,west bengal,mysore,block printing,amazon,2732,63,4.6,388
statue,bamboo,karnataka,jaipur,hand-woven,amazon,3369,11,4.3,392
lamp,bamboo,west bengal,kolkata,hand-woven,etsy,7825,191,4.9,490
shawl,brass,gujarat,mysore,handloom weaving,amazon,3095,155,3.7,101
wall hanging,terracotta,tamil nadu,kolkata,pottery shaping,flipkart,955,201,4.4,211
saree,brass,uttar pradesh,puri,block printing,amazon,4824,148,4.9,57
handbag,jute,west bengal,ahmedabad,metal casting,flipkart,7372,153,4.6,372
saree,stone,gujarat,varanasi,metal casting,meesho,5871,49,4.7,354
handbag,stone,west bengal,puri,block printing,meesho,2600,81,4.7,344
handbag,brass,gujarat,kanchipuram,pottery shaping,flipkart,3945,154,3.8,254
vase,bamboo,andhra pradesh,jaipur,hand-woven,amazon,5559,82,4.1,319
bracelet,jute,uttar pradesh,kolkata,block printing,etsy,5956,236,3.7,72
vase,jute,gujarat,varanasi,handloom weaving,flipkart,5541,105,4.3,406
vase,bamboo,andhra pradesh,kolkata,hand-woven,etsy,2328,137,3.9,159
lamp,bamboo,west bengal,jaipur,block printing,meesho,2882,92,3.8,22
wall hanging,wood,tamil nadu,kolkata,pottery shaping,meesho,6097,66,4.7,475
handbag,clay,uttar pradesh,kanchipuram,handloom weaving,amazon,1709,53,3.5,277
necklace,wood,andhra pradesh,hyderabad,traditional carving,meesho,6545,15,4.7,341
statue,jute,uttar pradesh,ahmedabad,hand-woven,amazon,5109,41,3.5,195
necklace,jute,rajasthan,hyderabad,block printing,meesho,7033,51,3.7,434
saree,silk,karnataka,mysore,loom weaving,flipkart,3351,141,3.7,494
bracelet,bamboo,karnataka,varanasi,loom weaving,etsy,3179,200,4.9,403
saree,jute,karnataka,hyderabad,hand-woven,meesho,1191,220,3.7,454
vase,cotton,gujarat,mysore,block printing,meesho,6971,190,3.7,104
statue,wood,karnataka,kolkata,loom weaving,meesho,1626,89,4.3,484
saree,wood,rajasthan,ahmedabad,loom weaving,etsy,4619,127,4.6,11
vase,wood,uttar pradesh,jaipur,pottery shaping,flipkart,3900,233,4.8,174
scarf,cotton,karnataka,varanasi,handloom weaving,flipkart,4056,118,4.3,166
scarf,brass,rajasthan,varanasi,loom weaving,etsy,6059,248,4.6,77
bracelet,wood,rajasthan,hyderabad,pottery shaping,etsy,859,241,4.5,248
wall hanging,jute,west bengal,mysore,handcrafted,etsy,2799,145,4.9,217
saree,jute,odisha,hyderabad,handcrafted,amazon,5875,207,5.0,442
necklace,bamboo,rajasthan,puri,handcrafted,etsy,7872,223,3.6,415
bracelet,stone,andhra pradesh,kolkata,handcrafted,amazon,5496,154,4.7,34
scarf,clay,tamil nadu,mysore,pottery shaping,meesho,2988,38,4.8,276
necklace,stone,tamil nadu,hyderabad,metal casting,flipkart,980,53,4.7,309
saree,jute,rajasthan,kanchipuram,hand-woven,amazon,1572,110,4.9,204
necklace,bamboo,uttar pradesh,puri,handcrafted,meesho,7791,106,5.0,121
vase,terracotta,rajasthan,ahmedabad,handloom weaving,etsy,5254,128,5.0,297
lamp,wood,odisha,hyderabad,pottery shaping,flipkart,4530,179,3.9,232
saree,terracotta,gujarat,jaipur,block printing,etsy,1091,122,3.6,350
necklace,jute,andhra pradesh,hyderabad,pottery shaping,amazon,4166,248,3.6,381
scarf,jute,gujarat,mysore,pottery shaping,amazon,2824,67,4.7,86
wall hanging,stone,andhra pradesh,kolkata,handcrafted,flipkart,3841,99,3.8,38
necklace,stone,andhra pradesh,puri,traditional carving,meesho,4302,190,4.6,27
bracelet,silk,uttar pradesh,hyderabad,handloom weaving,meesho,5997,190,3.7,316
wall hanging,brass,andhra pradesh,kanchipuram,handcrafted,flipkart,3008,209,4.7,372
lamp,brass,andhra pradesh,hyderabad,block printing,etsy,897,128,4.7,367
handbag,brass,odisha,mysore,loom weaving,etsy,5282,79,4.9,457
wall hanging,cotton,gujarat,varanasi,hand-woven,flipkart,776,164,3.6,70
vase,cotton,uttar pradesh,ahmedabad,traditional carving,etsy,2327,154,4.1,332
vase,wood,tamil nadu,mysore,handcrafted,amazon,2806,197,4.8,58
lamp,brass,andhra pradesh,ahmedabad,block printing,meesho,2452,214,4.1,14
handbag,bamboo,andhra pradesh,puri,metal casting,etsy,561,201,3.7,215
statue,cotton,uttar pradesh,jaipur,loom weaving,amazon,6755,239,4.9,427
bracelet,stone,uttar pradesh,kolkata,handloom weaving,meesho,3123,93,3.7,291
scarf,terracotta,karnataka,hyderabad,pottery shaping,amazon,3421,225,4.5,345
statue,brass,andhra pradesh,ahmedabad,handloom weaving,flipkart,6981,96,4.7,119
vase,cotton,andhra pradesh,mysore,handloom weaving,flipkart,948,16,3.8,35
shawl,terracotta,karnataka,jaipur,metal casting,flipkart,2711,217,4.9,312
scarf,clay,tamil nadu,hyderabad,traditional carving,meesho,1397,94,4.2,445
statue,clay,west bengal,hyderabad,handloom weaving,meesho,1325,225,3.9,46
bracelet,cotton,west bengal,kolkata,traditional carving,flipkart,3525,97,4.7,279
vase,silk,rajasthan,varanasi,hand-woven,amazon,6203,240,4.1,57
necklace,jute,west bengal,ahmedabad,handloom weaving,flipkart,361,77,4.9,368
shawl,brass,uttar pradesh,mysore,handcrafted,etsy,3998,230,4.9,17
vase,stone,gujarat,kanchipuram,metal casting,etsy,7641,242,4.5,163
lamp,bamboo,tamil nadu,kanchipuram,block printing,flipkart,7716,20,4.3,467
statue,cotton,west bengal,jaipur,pottery shaping,amazon,897,115,4.7,60
wall hanging,cotton,gujarat,varanasi,pottery shaping,amazon,523,123,3.8,124
saree,silk,rajasthan,kanchipuram,metal casting,meesho,1986,98,3.7,457
statue,jute,uttar pradesh,mysore,pottery shaping,amazon,4919,114,4.4,144
lamp,silk,odisha,varanasi,block printing,flipkart,4473,108,4.2,7
necklace,cotton,tamil nadu,jaipur,handcrafted,amazon,5072,241,3.9,458
scarf,terracotta,karnataka,puri,pottery shaping,amazon,5817,80,4.9,173
vase,terracotta,gujarat,kanchipuram,pottery shaping,meesho,6867,239,3.8,298
scarf,stone,odisha,ahmedabad,handcrafted,meesho,2175,240,3.9,166
wall hanging,jute,uttar pradesh,kolkata,handcrafted,amazon,1912,169,3.8,326
necklace,stone,tamil nadu,puri,handcrafted,etsy,2004,27,4.1,175
vase,clay,rajasthan,ahmedabad,traditional carving,amazon,5502,78,4.2,431
scarf,stone,west bengal,kolkata,loom weaving,flipkart,6559,239,5.0,418
scarf,wood,tamil nadu,ahmedabad,handloom weaving,meesho,6153,117,4.8,42
bracelet,clay,uttar pradesh,kanchipuram,handcrafted,meesho,3890,102,3.8,350
vase,stone,west bengal,mysore,handloom weaving,meesho,4005,204,3.6,269
shawl,jute,andhra pradesh,jaipur,hand-woven,etsy,1172,232,3.5,469
lamp,wood,tamil nadu,puri,metal casting,etsy,4345,46,3.6,235
handbag,bamboo,gujarat,hyderabad,metal casting,etsy,1236,116,4.8,178
scarf,jute,uttar pradesh,kolkata,pottery shaping,flipkart,2053,92,4.3,109
handbag,bamboo,rajasthan,jaipur,metal casting,etsy,7194,55,4.7,9
saree,stone,gujarat,ahmedabad,pottery shaping,meesho,1693,107,4.6,350
saree,bamboo,gujarat,kanchipuram,pottery shaping,amazon,315,74,3.5,109
vase,wood,uttar pradesh,kolkata,metal casting,etsy,4674,27,3.8,205
saree,bamboo,andhra pradesh,mysore,handloom weaving,meesho,2457,228,4.4,40
vase,stone,andhra pradesh,puri,pottery shaping,flipkart,3491,26,4.8,386
bracelet,jute,odisha,varanasi,block printing,meesho,3950,210,4.5,199
vase,clay,gujarat,mysore,traditional carving,meesho,4027,145,3.9,252
scarf,wood,west bengal,mysore,handcrafted,flipkart,1563,89,4.7,318
handbag,terracotta,rajasthan,kolkata,loom weaving,etsy,848,72,4.2,446
lamp,silk,rajasthan,puri,hand-woven,flipkart,4324,179,4.7,212
wall hanging,wood,uttar pradesh,ahmedabad,block printing,meesho,314,75,3.7,416
vase,brass,tamil nadu,jaipur,traditional carving,etsy,4105,203,4.3,66
saree,jute,andhra pradesh,ahmedabad,pottery shaping,amazon,4540,12,4.0,35
necklace,stone,rajasthan,ahmedabad,hand-woven,amazon,1061,238,3.6,320
lamp,cotton,rajasthan,ahmedabad,block printing,meesho,4930,249,4.5,353
lamp,bamboo,west bengal,ahmedabad,pottery shaping,meesho,3208,118,3.6,145
shawl,clay,west bengal,jaipur,handloom weaving,etsy,6051,116,4.5,250
scarf,clay,andhra pradesh,varanasi,metal casting,amazon,3664,149,4.7,288
bracelet,clay,karnataka,kolkata,hand-woven,flipkart,296,178,3.6,162
statue,brass,karnataka,kanchipuram,handloom weaving,meesho,1777,227,4.7,486
saree,brass,odisha,jaipur,pottery shaping,flipkart,6472,167,3.9,305
shawl,brass,tamil nadu,kolkata,handcrafted,etsy,4665,51,4.5,373
lamp,silk,andhra pradesh,puri,loom weaving,amazon,6824,133,4.3,35
statue,silk,andhra pradesh,ahmedabad,pottery shaping,meesho,7410,202,4.7,473
lamp,bamboo,uttar pradesh,puri,metal casting,amazon,4395,151,3.7,195
vase,brass,karnataka,kolkata,pottery shaping,flipkart,1111,96,4.2,281
wall hanging,clay,odisha,kanchipuram,block printing,amazon,7529,187,3.9,259
scarf,jute,odisha,mysore,metal casting,flipkart,2055,117,4.8,43
statue,jute,uttar pradesh,jaipur,pottery shaping,meesho,5162,241,4.3,18
vase,silk,west bengal,varanasi,loom weaving,meesho,925,112,4.4,450
handbag,clay,rajasthan,kolkata,block printing,flipkart,7759,65,3.6,262
statue,jute,odisha,jaipur,traditional carving,meesho,4283,123,4.2,439
scarf,wood,gujarat,kanchipuram,loom weaving,amazon,5511,144,3.8,146
shawl,wood,rajasthan,varanasi,pottery shaping,meesho,7779,194,4.8,125
necklace,bamboo,karnataka,kanchipuram,traditional carving,meesho,3444,120,4.3,63
bracelet,silk,west bengal,hyderabad,handcrafted,etsy,6949,94,4.8,277
wall hanging,jute,andhra pradesh,varanasi,hand-woven,amazon,4930,40,5.0,14
lamp,bamboo,odisha,mysore,handcrafted,meesho,4794,27,4.8,362
lamp,stone,odisha,kanchipuram,handcrafted,flipkart,4573,172,4.7,66
lamp,brass,rajasthan,hyderabad,metal casting,amazon,6992,235,3.6,7
handbag,wood,uttar pradesh,ahmedabad,block printing,flipkart,7932,22,5.0,61
handbag,stone,odisha,hyderabad,block printing,amazon,2084,93,4.7,243
bracelet,terracotta,karnataka,ahmedabad,block printing,meesho,3198,142,4.5,266
handbag,wood,tamil nadu,hyderabad,block printing,etsy,4024,28,3.8,215
shawl,cotton,karnataka,ahmedabad,handloom weaving,amazon,7429,221,3.7,274
shawl,clay,gujarat,jaipur,handcrafted,meesho,6751,139,5.0,366
scarf,stone,west bengal,mysore,traditional carving,etsy,4960,53,4.8,119
vase,jute,andhra pradesh,ahmedabad,handloom weaving,etsy,1368,192,4.6,36
statue,terracotta,odisha,jaipur,traditional carving,meesho,2684,86,4.4,275
scarf,clay,rajasthan,mysore,handloom weaving,meesho,6873,162,4.8,367
handbag,jute,uttar pradesh,hyderabad,block printing,amazon,3578,13,4.9,450
bracelet,silk,west bengal,jaipur,handloom weaving,meesho,2497,85,3.8,186
wall hanging,terracotta,tamil nadu,puri,traditional carving,etsy,6341,178,4.6,115
lamp,wood,gujarat,jaipur,handloom weaving,flipkart,3617,146,3.9,396
bracelet,silk,karnataka,puri,handloom weaving,etsy,4349,233,3.7,441
bracelet,silk,gujarat,mysore,pottery shaping,amazon,5414,104,4.1,300
necklace,stone,uttar pradesh,jaipur,handloom weaving,amazon,7236,35,3.7,468
statue,jute,odisha,mysore,handloom weaving,flipkart,6628,11,5.0,357
shawl,silk,karnataka,hyderabad,traditional carving,flipkart,985,135,4.4,377
lamp,terracotta,rajasthan,kanchipuram,metal casting,etsy,6194,81,3.8,329
scarf,bamboo,uttar pradesh,kanchipuram,metal casting,etsy,7362,157,4.5,280
saree,terracotta,andhra pradesh,puri,handcrafted,flipkart,683,161,4.1,409
saree,terracotta,west bengal,varanasi,metal casting,meesho,1129,62,4.3,56
lamp,stone,andhra pradesh,varanasi,traditional carving,amazon,7921,201,4.0,111
necklace,brass,karnataka,jaipur,block printing,flipkart,4717,148,5.0,209
bracelet,silk,uttar pradesh,hyderabad,metal casting,meesho,5006,39,4.8,453
wall hanging,clay,west bengal,kanchipuram,pottery shaping,meesho,5262,105,4.7,360
wall hanging,brass,odisha,puri,loom weaving,meesho,2160,60,3.9,73
necklace,stone,odisha,puri,block printing,etsy,3588,231,5.0,98
vase,cotton,odisha,hyderabad,handloom weaving,meesho,6812,72,4.5,358
bracelet,bamboo,west bengal,puri,metal casting,flipkart,5579,20,4.7,236
wall hanging,jute,odisha,mysore,traditional carving,meesho,2174,151,4.8,266
scarf,jute,rajasthan,puri,hand-woven,amazon,6720,211,3.9,310
scarf,brass,uttar pradesh,jaipur,hand-woven,amazon,6963,151,3.9,474
statue,wood,karnataka,kanchipuram,hand-woven,etsy,4795,183,4.1,21
lamp,terracotta,andhra pradesh,kanchipuram,pottery shaping,etsy,4578,96,3.6,425
bracelet,clay,rajasthan,hyderabad,handloom weaving,amazon,4453,167,4.6,86
handbag,stone,rajasthan,kanchipuram,block printing,meesho,5843,143,4.6,103
necklace,brass,west bengal,kolkata,pottery shaping,meesho,1978,166,5.0,442
saree,cotton,gujarat,kanchipuram,pottery shaping,meesho,2522,100,3.7,420
wall hanging,cotton,rajasthan,varanasi,pottery shaping,meesho,3557,69,4.9,422
necklace,clay,karnataka,jaipur,handloom weaving,etsy,2855,60,3.7,407
saree,jute,odisha,puri,metal casting,meesho,5038,220,4.2,85
saree,cotton,karnataka,varanasi,handloom weaving,meesho,3035,179,4.8,258
necklace,stone,gujarat,jaipur,pottery shaping,meesho,3757,113,4.3,63
wall hanging,stone,tamil nadu,hyderabad,block printing,meesho,6202,72,4.1,170
vase,wood,odisha,puri,block printing,meesho,451,37,4.4,269
vase,cotton,tamil nadu,varanasi,block printing,meesho,6672,47,4.0,280
lamp,cotton,rajasthan,puri,pottery shaping,etsy,2554,137,3.8,389
scarf,clay,rajasthan,puri,pottery shaping,etsy,4762,190,3.8,375
bracelet,brass,karnataka,kanchipuram,handloom weaving,meesho,6358,162,3.7,397
scarf,bamboo,odisha,ahmedabad,pottery shaping,amazon,4645,137,3.8,32
vase,bamboo,karnataka,hyderabad,handcrafted,amazon,7847,76,4.9,332
saree,silk,west bengal,mysore,block printing,flipkart,3813,212,3.7,317
lamp,jute,andhra pradesh,ahmedabad,traditional carving,meesho,4880,197,4.5,228
saree,terracotta,rajasthan,kanchipuram,handcrafted,amazon,3716,177,4.8,421
statue,terracotta,karnataka,jaipur,handcrafted,meesho,4350,140,4.0,129
scarf,clay,west bengal,mysore,traditional carving,meesho,2543,29,4.3,252
shawl,terracotta,rajasthan,hyderabad,traditional carving,flipkart,7771,228,3.6,76
saree,bamboo,tamil nadu,kanchipuram,loom weaving,amazon,5026,49,4.8,413
wall hanging,silk,uttar pradesh,ahmedabad,traditional carving,etsy,395,155,4.4,402
statue,terracotta,uttar pradesh,puri,hand-woven,etsy,2063,71,4.3,23
scarf,jute,gujarat,ahmedabad,metal casting,flipkart,6808,62,4.9,408
vase,cotton,karnataka,kolkata,metal casting,amazon,6028,130,4.4,96
lamp,jute,andhra pradesh,ahmedabad,loom weaving,meesho,7235,30,4.8,140
bracelet,clay,gujarat,puri,loom weaving,etsy,5766,246,4.2,342
vase,jute,west bengal,hyderabad,pottery shaping,etsy,5132,210,5.0,138
statue,silk,andhra pradesh,puri,traditional carving,amazon,1100,72,4.0,109
necklace,brass,andhra pradesh,puri,pottery shaping,meesho,5719,137,4.4,24
necklace,wood,tamil nadu,mysore,loom weaving,meesho,1661,203,4.8,176
bracelet,silk,west bengal,hyderabad,handloom weaving,etsy,1009,175,4.9,278
statue,silk,andhra pradesh,hyderabad,metal casting,amazon,3830,131,4.6,341
wall hanging,wood,tamil nadu,kolkata,metal casting,flipkart,2275,190,4.5,189
lamp,jute,andhra pradesh,mysore,metal casting,meesho,6229,209,3.6,44
lamp,stone,west bengal,ahmedabad,handloom weaving,amazon,1591,21,3.9,346
bracelet,stone,andhra pradesh,hyderabad,metal casting,amazon,7103,160,4.9,61
bracelet,jute,odisha,kolkata,traditional carving,etsy,549,173,4.8,113
statue,wood,west bengal,kanchipuram,metal casting,flipkart,2498,29,4.5,201
vase,brass,tamil nadu,jaipur,block printing,meesho,6806,27,4.6,239
vase,wood,uttar pradesh,varanasi,hand-woven,meesho,7165,250,4.1,213
saree,bamboo,gujarat,kanchipuram,hand-woven,etsy,5958,153,4.8,412
wall hanging,clay,andhra pradesh,mysore,loom weaving,amazon,5584,129,4.3,366
wall hanging,cotton,west bengal,hyderabad,block printing,flipkart,7438,123,4.3,470
statue,clay,andhra pradesh,jaipur,pottery shaping,flipkart,2156,190,4.3,316
bracelet,brass,tamil nadu,hyderabad,pottery shaping,etsy,952,246,4.9,492
wall hanging,stone,west bengal,jaipur,handcrafted,meesho,6961,174,4.7,8
statue,bamboo,rajasthan,mysore,hand-woven,etsy,2075,124,4.3,249
handbag,wood,andhra pradesh,hyderabad,hand-woven,flipkart,938,146,4.7,153
wall hanging,wood,west bengal,kolkata,metal casting,amazon,2994,208,4.2,441
lamp,stone,gujarat,kolkata,block printing,flipkart,7054,160,3.5,118
statue,jute,odisha,kolkata,handcrafted,flipkart,935,13,4.3,82
shawl,bamboo,karnataka,varanasi,traditional carving,meesho,5083,15,4.3,149
saree,silk,odisha,ahmedabad,traditional carving,amazon,4006,243,4.6,22
statue,jute,tamil nadu,kolkata,loom weaving,etsy,2803,29,4.7,110
bracelet,brass,odisha,mysore,block printing,amazon,5865,103,4.0,210
statue,jute,odisha,kanchipuram,handloom weaving,meesho,5369,215,3.6,134
statue,clay,rajasthan,ahmedabad,handloom weaving,flipkart,6138,28,3.6,478
necklace,stone,odisha,ahmedabad,traditional carving,etsy,4147,13,3.9,359
vase,silk,rajasthan,varanasi,hand-woven,etsy,4077,92,3.7,452
shawl,terracotta,west bengal,varanasi,hand-woven,amazon,5283,139,4.8,497
bracelet,bamboo,west bengal,kolkata,metal casting,meesho,1394,240,3.9,45
necklace,brass,rajasthan,mysore,pottery shaping,etsy,3435,105,3.7,76
saree,stone,rajasthan,varanasi,handloom weaving,etsy,472,126,4.7,69
necklace,stone,odisha,varanasi,loom weaving,meesho,2985,98,4.0,21
shawl,brass,karnataka,ahmedabad,pottery shaping,etsy,5608,153,4.0,289
bracelet,jute,karnataka,jaipur,pottery shaping,flipkart,1111,191,3.5,181
shawl,brass,odisha,kolkata,hand-woven,flipkart,2057,56,4.1,348
wall hanging,brass,rajasthan,jaipur,handloom weaving,flipkart,6198,65,4.9,300
shawl,stone,karnataka,puri,traditional carving,etsy,2163,71,4.1,412
shawl,terracotta,karnataka,jaipur,traditional carving,amazon,1162,241,4.6,407
handbag,cotton,tamil nadu,kolkata,loom weaving,meesho,4837,84,3.9,270
lamp,cotton,rajasthan,ahmedabad,handloom weaving,meesho,2539,89,3.6,143
lamp,terracotta,andhra pradesh,ahmedabad,handcrafted,etsy,3939,210,4.9,270
handbag,stone,gujarat,jaipur,metal casting,amazon,4587,210,3.8,437
scarf,clay,rajasthan,kolkata,block printing,meesho,4337,62,4.4,345
lamp,silk,odisha,hyderabad,traditional carving,flipkart,1617,94,4.2,13
handbag,bamboo,karnataka,varanasi,traditional carving,amazon,1356,96,4.5,98
handbag,clay,uttar pradesh,hyderabad,loom weaving,meesho,6178,129,3.7,297
shawl,cotton,andhra pradesh,kolkata,handcrafted,amazon,2642,95,3.6,193
necklace,bamboo,tamil nadu,mysore,traditional carving,etsy,6759,135,3.9,212
necklace,bamboo,andhra pradesh,puri,handloom weaving,amazon,3077,112,4.6,123
scarf,terracotta,uttar pradesh,puri,pottery shaping,flipkart,6562,202,4.6,159
shawl,jute,tamil nadu,puri,handcrafted,meesho,1223,209,3.7,375
shawl,clay,karnataka,mysore,handloom weaving,etsy,6019,239,3.7,395
bracelet,bamboo,tamil nadu,mysore,metal casting,flipkart,1899,225,4.0,322
shawl,terracotta,rajasthan,ahmedabad,pottery shaping,meesho,6441,151,4.7,31
shawl,clay,odisha,ahmedabad,loom weaving,meesho,3080,242,3.9,231
statue,cotton,karnataka,hyderabad,pottery shaping,meesho,2672,190,4.5,219
lamp,bamboo,karnataka,puri,loom weaving,etsy,4847,28,4.1,350
statue,brass,gujarat,hyderabad,handloom weaving,etsy,5938,219,4.3,363
vase,bamboo,west bengal,puri,traditional carving,flipkart,5020,92,3.9,23
vase,cotton,gujarat,varanasi,pottery shaping,etsy,6858,27,4.2,240
vase,stone,karnataka,varanasi,metal casting,etsy,4477,156,4.1,258
shawl,jute,rajasthan,mysore,metal casting,flipkart,5885,215,3.7,386
scarf,bamboo,uttar pradesh,varanasi,handcrafted,meesho,3306,208,4.4,306
lamp,brass,rajasthan,ahmedabad,loom weaving,flipkart,4597,34,4.7,127
wall hanging,bamboo,gujarat,kolkata,handloom weaving,flipkart,5556,248,4.1,92
bracelet,jute,tamil nadu,ahmedabad,loom weaving,flipkart,2271,216,4.1,142
shawl,cotton,gujarat,jaipur,metal casting,etsy,1627,154,4.0,112
scarf,wood,uttar pradesh,hyderabad,pottery shaping,etsy,6551,160,3.8,147
vase,clay,gujarat,hyderabad,hand-woven,amazon,5416,195,4.9,202
statue,terracotta,tamil nadu,kanchipuram,hand-woven,flipkart,2823,38,4.3,194
